[(0, 0.83968383), (1, 0.0052655013), (2, 0.005266045), (3, 0.0052642594), (4, 0.0052658585), (5, 0.11819481), (6, 0.005264392), (7, 0.005264228), (8, 0.005264364), (9, 0.0052667274)]
[(0, 0.0030314743), (1, 0.31992608), (2, 0.0030317889), (3, 0.0030315546), (4, 0.0030314), (5, 0.16777012), (6, 0.003031739), (7, 0.0030318722), (8, 0.4910826), (9, 0.0030313176)]
[(0, 0.0038484458), (1, 0.003849336), (2, 0.0038487203), (3, 0.0038482621), (4, 0.0038483886), (5, 0.0038485534), (6, 0.0038484505), (7, 0.96536225), (8, 0.0038487327), (9, 0.003848852)]
[(0, 0.0027794412), (1, 0.0027792149), (2, 0.002778944), (3, 0.002778833), (4, 0.0027798233), (5, 0.9749867), (6, 0.0027788037), (7, 0.0027789455), (8, 0.002779324), (9, 0.002780061)]
[(0, 0.004350161), (1, 0.0043509095), (2, 0.0043503847), (3, 0.004352994), (4, 0.9608427), (5, 0.004350871), (6, 0.0043504303), (7, 0.0043507456), (8, 0.0043504247), (9, 0.0043503866)]
[(0, 0.0058894875), (1, 0.9469963), (2, 0.0058917496), (3, 0.0058887806), (4, 0.005888474), (5, 0.005890249), (6, 0.0058887987), (7, 0.0058877924), (8, 0.0058899904), (9, 0.005888479)]
[(0, 0.0071503036), (1, 0.007150733), (2, 0.0071509695), (3, 0.007150863), (4, 0.26603228), (5, 0.50369066), (6, 0.00715077), (7, 0.18022321), (8, 0.0071500815), (9, 0.0071501015)]
[(0, 0.0018533348), (1, 0.31413636), (2, 0.0018533197), (3, 0.0018531579), (4, 0.0018532745), (5, 0.67103785), (6, 0.0018531972), (7, 0.0018531029), (8, 0.0018532008), (9, 0.0018532058)]
[(0, 0.00045279015), (1, 0.8954731), (2, 0.00045277737), (3, 0.00045273514), (4, 0.00045276017), (5, 0.10090469), (6, 0.00045283482), (7, 0.0004527785), (8, 0.0004527782), (9, 0.00045275994)]
[(0, 0.0076963776), (1, 0.007697223), (2, 0.0076963617), (3, 0.007696114), (4, 0.007696494), (5, 0.0077009257), (6, 0.93072635), (7, 0.007696877), (8, 0.0076967776), (9, 0.0076964805)]
[(0, 0.00082686316), (1, 0.0008271101), (2, 0.00082693674), (3, 0.5928939), (4, 0.40049008), (5, 0.00082689454), (6, 0.00082698395), (7, 0.00082727976), (8, 0.000826925), (9, 0.00082703657)]
[(0, 0.06351278), (1, 0.004002547), (2, 0.0040021404), (3, 0.0040013613), (4, 0.00400277), (5, 0.0040022735), (6, 0.004001575), (7, 0.9044682), (8, 0.004002031), (9, 0.0040043495)]
[(0, 0.01667647), (1, 0.016677264), (2, 0.016681043), (3, 0.016676411), (4, 0.016675476), (5, 0.016678268), (6, 0.016678302), (7, 0.84990525), (8, 0.016675634), (9, 0.016675862)]
[(0, 0.00833706), (1, 0.9249567), (2, 0.00833847), (3, 0.00833728), (4, 0.008339208), (5, 0.00833734), (6, 0.008340371), (7, 0.008337531), (8, 0.008338062), (9, 0.008337988)]
[(0, 0.0032279356), (1, 0.00322793), (2, 0.0032276213), (3, 0.0032274951), (4, 0.0032281643), (5, 0.2702478), (6, 0.32408297), (7, 0.38307396), (8, 0.0032283238), (9, 0.0032277892)]
[(0, 0.030636717), (1, 0.004547772), (2, 0.0045473604), (3, 0.004547324), (4, 0.9329832), (5, 0.0045471378), (6, 0.0045477618), (7, 0.0045475354), (8, 0.004547427), (9, 0.0045477995)]
[(0, 0.0025658791), (1, 0.002565519), (2, 0.0025653834), (3, 0.0025655942), (4, 0.18550774), (5, 0.0025658784), (6, 0.79396725), (7, 0.0025654808), (8, 0.0025657914), (9, 0.002565498)]
[(0, 0.001613694), (1, 0.22878847), (2, 0.0016140778), (3, 0.0016136846), (4, 0.0016137903), (5, 0.0016137817), (6, 0.0016139257), (7, 0.75830084), (8, 0.0016138918), (9, 0.0016138353)]
[(0, 0.0016401124), (1, 0.0016404043), (2, 0.001640036), (3, 0.0016399189), (4, 0.0016400669), (5, 0.0016402928), (6, 0.98523855), (7, 0.0016401722), (8, 0.0016400454), (9, 0.0016403545)]
[(0, 0.0034494647), (1, 0.0034492018), (2, 0.003449663), (3, 0.0034496568), (4, 0.0034495287), (5, 0.9689553), (6, 0.0034493937), (7, 0.0034492617), (8, 0.0034493005), (9, 0.0034492165)]
[(0, 0.025008565), (1, 0.025019124), (2, 0.025005857), (3, 0.025006121), (4, 0.025005857), (5, 0.1980527), (6, 0.025006542), (7, 0.60188353), (8, 0.025005857), (9, 0.025005857)]
[(0, 0.00097139034), (1, 0.00097142265), (2, 0.00097160216), (3, 0.0009713431), (4, 0.0009714075), (5, 0.2721443), (6, 0.0009714589), (7, 0.0009714712), (8, 0.7200843), (9, 0.0009713218)]
[(0, 0.0032270164), (1, 0.28789616), (2, 0.00322738), (3, 0.35679132), (4, 0.0032270537), (5, 0.0032273089), (6, 0.2732293), (7, 0.0032270167), (8, 0.062720016), (9, 0.0032274232)]
[(0, 0.0034498647), (1, 0.0034497015), (2, 0.003450117), (3, 0.0034492656), (4, 0.9689545), (5, 0.0034494915), (6, 0.003449512), (7, 0.0034492658), (8, 0.0034491946), (9, 0.0034491247)]
[(0, 0.01252292), (1, 0.5502394), (2, 0.20272724), (3, 0.012518272), (4, 0.012518746), (5, 0.012520233), (6, 0.01251939), (7, 0.012520044), (8, 0.012521258), (9, 0.15939252)]
[(0, 0.004001635), (1, 0.0040017385), (2, 0.004001863), (3, 0.004001544), (4, 0.9639838), (5, 0.0040019522), (6, 0.0040015546), (7, 0.0040017664), (8, 0.004002085), (9, 0.004002088)]
[(0, 0.014289346), (1, 0.0142891565), (2, 0.7246856), (3, 0.16099845), (4, 0.0142935375), (5, 0.014288441), (6, 0.014288521), (7, 0.014289375), (8, 0.014288923), (9, 0.014288595)]
[(0, 0.005557417), (1, 0.005557653), (2, 0.0055585615), (3, 0.005557916), (4, 0.0055574547), (5, 0.005558264), (6, 0.94997734), (7, 0.0055573345), (8, 0.005558036), (9, 0.005559988)]
[(0, 0.56089914), (1, 0.010005737), (2, 0.010008037), (3, 0.3590525), (4, 0.010005828), (5, 0.010005885), (6, 0.010006658), (7, 0.010005805), (8, 0.010005479), (9, 0.010004983)]
[(0, 0.014309235), (1, 0.014307325), (2, 0.014306459), (3, 0.014306257), (4, 0.014306419), (5, 0.014308896), (6, 0.014307694), (7, 0.16748665), (8, 0.014306256), (9, 0.71805483)]
[(0, 0.009095991), (1, 0.0090998635), (2, 0.7185163), (3, 0.009095409), (4, 0.009095859), (5, 0.20870847), (6, 0.009099439), (7, 0.009096874), (8, 0.00909652), (9, 0.009095341)]
[(0, 0.05000637), (1, 0.050022006), (2, 0.05000637), (3, 0.050009973), (4, 0.05000637), (5, 0.05000637), (6, 0.05000637), (7, 0.5499211), (8, 0.05000637), (9, 0.050008696)]
[(0, 0.0035741439), (1, 0.37723625), (2, 0.2901047), (3, 0.20572914), (4, 0.1054848), (5, 0.00357414), (6, 0.0035741415), (7, 0.003573827), (8, 0.003575129), (9, 0.0035737355)]
[(0, 0.01429103), (1, 0.01429002), (2, 0.014289397), (3, 0.014288393), (4, 0.014288685), (5, 0.014290779), (6, 0.014290069), (7, 0.014289118), (8, 0.014288392), (9, 0.8713941)]
[(0, 0.001493071), (1, 0.0014934726), (2, 0.001493303), (3, 0.0014932584), (4, 0.0014932705), (5, 0.98656094), (6, 0.0014931983), (7, 0.0014930851), (8, 0.0014933038), (9, 0.0014930946)]
[(0, 0.0012666069), (1, 0.0012667539), (2, 0.0012666462), (3, 0.0012665307), (4, 0.95392454), (5, 0.03594254), (6, 0.0012665762), (7, 0.0012665129), (8, 0.0012665405), (9, 0.0012667249)]
[(0, 0.010007259), (1, 0.010009343), (2, 0.010005611), (3, 0.010005724), (4, 0.010005373), (5, 0.010007781), (6, 0.90993655), (7, 0.010007182), (8, 0.010006184), (9, 0.010008966)]
[(0, 0.0026329064), (1, 0.0026331467), (2, 0.14879078), (3, 0.002633087), (4, 0.0026337954), (5, 0.059306473), (6, 0.002632814), (7, 0.002633022), (8, 0.7734704), (9, 0.002633614)]
[(0, 0.00067141035), (1, 0.0006714323), (2, 0.9939572), (3, 0.0006713748), (4, 0.00067141396), (5, 0.0006714213), (6, 0.000671411), (7, 0.00067141664), (8, 0.00067146926), (9, 0.0006713696)]
[(0, 0.004764451), (1, 0.0047653564), (2, 0.004765191), (3, 0.004764369), (4, 0.95711446), (5, 0.004765141), (6, 0.0047651804), (7, 0.0047656912), (8, 0.004764745), (9, 0.004765381)]
[(0, 0.01001015), (1, 0.010008109), (2, 0.010010667), (3, 0.010008547), (4, 0.010008103), (5, 0.010007611), (6, 0.90992236), (7, 0.010007937), (8, 0.010008835), (9, 0.010007611)]
[(0, 0.66066146), (1, 0.0010648957), (2, 0.09384258), (3, 0.0010647343), (4, 0.0010647431), (5, 0.23804252), (6, 0.0010646546), (7, 0.0010646732), (8, 0.0010647445), (9, 0.0010649842)]
[(0, 0.025001708), (1, 0.77495813), (2, 0.025005216), (3, 0.025001556), (4, 0.025007416), (5, 0.025007833), (6, 0.025005378), (7, 0.025004013), (8, 0.025007425), (9, 0.025001377)]
[(0, 0.027811432), (1, 0.000374815), (2, 0.19808288), (3, 0.00037482075), (4, 0.00037479986), (5, 0.00037478903), (6, 0.0003748411), (7, 0.77148205), (8, 0.00037481703), (9, 0.00037477922)]
[(0, 0.0012665525), (1, 0.22510925), (2, 0.001266722), (3, 0.73996866), (4, 0.0012665901), (5, 0.02605573), (6, 0.0012665333), (7, 0.0012666273), (8, 0.0012668176), (9, 0.0012665091)]
[(0, 0.0012207625), (1, 0.0012205155), (2, 0.0012203073), (3, 0.0012202607), (4, 0.0012203879), (5, 0.0012204961), (6, 0.0012203251), (7, 0.98901635), (8, 0.0012202853), (9, 0.0012203379)]
[(0, 0.2509821), (1, 0.010009137), (2, 0.4275619), (3, 0.010009455), (4, 0.010008899), (5, 0.25139263), (6, 0.010010136), (7, 0.010008015), (8, 0.010009161), (9, 0.01000859)]
[(0, 0.00080720877), (1, 0.72475845), (2, 0.0008072878), (3, 0.052401487), (4, 0.00080743345), (5, 0.0008073078), (6, 0.0008072528), (7, 0.21718907), (8, 0.000807274), (9, 0.0008072415)]
[(0, 0.0058839363), (1, 0.9470433), (2, 0.0058844355), (3, 0.0058839098), (4, 0.005884153), (5, 0.005883954), (6, 0.0058838697), (7, 0.005883716), (8, 0.0058837365), (9, 0.0058850003)]
[(0, 0.0022233326), (1, 0.0022233126), (2, 0.28252432), (3, 0.0022231038), (4, 0.002223345), (5, 0.0022233326), (6, 0.0022232037), (7, 0.0022233634), (8, 0.0022233154), (9, 0.6996894)]
[(0, 0.0055576633), (1, 0.005558336), (2, 0.005558631), (3, 0.005560645), (4, 0.005558167), (5, 0.00555903), (6, 0.94997364), (7, 0.005558128), (8, 0.0055582146), (9, 0.0055575464)]
[(0, 0.89814764), (1, 0.0008409344), (2, 0.0008409788), (3, 0.00084092055), (4, 0.0008408565), (5, 0.00084087887), (6, 0.0008409105), (7, 0.09512505), (8, 0.00084092846), (9, 0.0008408641)]
[(0, 0.005268813), (1, 0.005269595), (2, 0.0052683554), (3, 0.005270146), (4, 0.005268645), (5, 0.0052698823), (6, 0.005268436), (7, 0.54244566), (8, 0.005270395), (9, 0.4154001)]
[(0, 0.0071481555), (1, 0.007153131), (2, 0.007147885), (3, 0.0071481317), (4, 0.0071492535), (5, 0.007150276), (6, 0.0071479976), (7, 0.0071478346), (8, 0.3093031), (9, 0.6335043)]
[(0, 0.0005748908), (1, 0.0005749132), (2, 0.99482566), (3, 0.0005748857), (4, 0.0005749286), (5, 0.0005750472), (6, 0.0005749464), (7, 0.0005749015), (8, 0.0005749022), (9, 0.0005749008)]
[(0, 0.010002683), (1, 0.010003712), (2, 0.010002377), (3, 0.010001656), (4, 0.010003225), (5, 0.010003114), (6, 0.010001871), (7, 0.010002201), (8, 0.9099773), (9, 0.010001841)]
[(0, 0.0050024143), (1, 0.005002434), (2, 0.0050019836), (3, 0.0050033815), (4, 0.0050056293), (5, 0.005002404), (6, 0.005002343), (7, 0.0050021145), (8, 0.0050026556), (9, 0.95497465)]
[(0, 0.9709573), (1, 0.0032281352), (2, 0.003226855), (3, 0.0032266495), (4, 0.0032266276), (5, 0.0032268567), (6, 0.0032272525), (7, 0.0032267694), (8, 0.003226821), (9, 0.0032267105)]
[(0, 0.20983142), (1, 0.23609374), (2, 0.0005440714), (3, 0.0005440801), (4, 0.0005440566), (5, 0.5502663), (6, 0.000544083), (7, 0.00054410397), (8, 0.00054406474), (9, 0.0005440426)]
[(0, 0.000492811), (1, 0.000492851), (2, 0.00049284386), (3, 0.00049282203), (4, 0.0004928333), (5, 0.00049283664), (6, 0.99556434), (7, 0.0004928592), (8, 0.00049283344), (9, 0.0004929616)]
