[(0, 0.0052640256), (1, 0.0052649607), (2, 0.005265877), (3, 0.005265765), (4, 0.005263951), (5, 0.0052639507), (6, 0.0052639456), (7, 0.0052670375), (8, 0.0052659926), (9, 0.95261455)]
[(0, 0.0030313868), (1, 0.0030317204), (2, 0.0030313148), (3, 0.0030313223), (4, 0.48784575), (5, 0.0030313602), (6, 0.0030313507), (7, 0.0030315777), (8, 0.05742199), (9, 0.43351224)]
[(0, 0.003849659), (1, 0.0038512028), (2, 0.0038499543), (3, 0.0038498973), (4, 0.003849792), (5, 0.04291865), (6, 0.003849722), (7, 0.0038503655), (8, 0.0038510775), (9, 0.9262797)]
[(0, 0.0016684014), (1, 0.001668554), (2, 0.0016684019), (3, 0.001668287), (4, 0.0016685828), (5, 0.10616266), (6, 0.51142156), (7, 0.35076183), (8, 0.0016687162), (9, 0.021643026)]
[(0, 0.0027813108), (1, 0.002781214), (2, 0.104782775), (3, 0.0027808067), (4, 0.0027811043), (5, 0.0027809239), (6, 0.0027808358), (7, 0.49616134), (8, 0.3795878), (9, 0.0027818962)]
[(0, 0.1696647), (1, 0.004352842), (2, 0.0043540453), (3, 0.0043527065), (4, 0.0043533035), (5, 0.0043523936), (6, 0.004353722), (7, 0.7955114), (8, 0.0043524876), (9, 0.0043523554)]
[(0, 0.6594918), (1, 0.005891114), (2, 0.0058905105), (3, 0.005889848), (4, 0.0058910684), (5, 0.0058911927), (6, 0.29338223), (7, 0.0058898837), (8, 0.005891433), (9, 0.0058909697)]
[(0, 0.38141578), (1, 0.008349631), (2, 0.008349421), (3, 0.008351246), (4, 0.25793797), (5, 0.0083501255), (6, 0.008349013), (7, 0.00834943), (8, 0.008351465), (9, 0.3021959)]
[(0, 0.36869255), (1, 0.016680235), (2, 0.016679931), (3, 0.016679933), (4, 0.016680118), (5, 0.016680526), (6, 0.49786532), (7, 0.016680269), (8, 0.016680831), (9, 0.016680287)]
[(0, 0.0018549297), (1, 0.4083654), (2, 0.1316142), (3, 0.0018543517), (4, 0.0018543502), (5, 0.0018544005), (6, 0.0018545778), (7, 0.0018546497), (8, 0.44703868), (9, 0.0018544621)]
[(0, 0.0011640862), (1, 0.0011641334), (2, 0.0011640971), (3, 0.0011641046), (4, 0.6785011), (5, 0.001164053), (6, 0.0011643085), (7, 0.0011643376), (8, 0.26496366), (9, 0.048386138)]
[(0, 0.00045307353), (1, 0.17132714), (2, 0.0004529777), (3, 0.00045303558), (4, 0.109523095), (5, 0.00045299294), (6, 0.0004529956), (7, 0.00045304414), (8, 0.4744835), (9, 0.24194814)]
[(0, 0.000840894), (1, 0.94781345), (2, 0.0008409269), (3, 0.04545884), (4, 0.0008409431), (5, 0.0008408971), (6, 0.00084110565), (7, 0.00084103586), (8, 0.00084095413), (9, 0.0008409521)]
[(0, 0.0038482873), (1, 0.003849099), (2, 0.0038480128), (3, 0.003847975), (4, 0.65873015), (5, 0.0038488966), (6, 0.0038481657), (7, 0.003848223), (8, 0.3104828), (9, 0.0038483413)]
[(0, 0.5162226), (1, 0.35020533), (2, 0.01669616), (3, 0.016694797), (4, 0.01670113), (5, 0.016697615), (6, 0.016694102), (7, 0.016694108), (8, 0.01669651), (9, 0.016697604)]
[(0, 0.0016398439), (1, 0.0016397992), (2, 0.0016399301), (3, 0.0016397707), (4, 0.001639781), (5, 0.0016397659), (6, 0.0016398275), (7, 0.9852417), (8, 0.0016398054), (9, 0.0016397877)]
[(0, 0.008338181), (1, 0.008340436), (2, 0.008339841), (3, 0.24910551), (4, 0.4944775), (5, 0.008338655), (6, 0.0083377855), (7, 0.008343711), (8, 0.19804044), (9, 0.008337966)]
[(0, 0.00078174804), (1, 0.0007818787), (2, 0.00078179885), (3, 0.00078176503), (4, 0.00078177074), (5, 0.0007819016), (6, 0.0007818741), (7, 0.7842263), (8, 0.20951916), (9, 0.000781784)]
[(0, 0.0034495848), (1, 0.003450139), (2, 0.003449979), (3, 0.0034500107), (4, 0.0034493), (5, 0.61591685), (6, 0.003449544), (7, 0.059466336), (8, 0.3004684), (9, 0.0034498973)]
[(0, 0.001695708), (1, 0.0016959035), (2, 0.7190782), (3, 0.001695496), (4, 0.0016958371), (5, 0.0016956308), (6, 0.001695614), (7, 0.001696131), (8, 0.2673556), (9, 0.001695859)]
